Year,data.Geography,data.Sex,data.Age group,data.Selected demographic characteristics,GeoCode,Value
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Non immigrants,NA,61.8
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Immigrants,NA,67.8
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Non-permanent residents,NA,87.9
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Total visible minority population,NA,71.6
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Not a visible minority,NA,62
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Total Aboriginal identity,NA,56.4
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.First Nations (North American Indian),NA,53.2
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Métis,NA,60.9
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Inuk (Inuit),NA,69.2
2016,data.Nova Scotia,data.Both sexes,data.15 to 24 years,data.Non-Aboriginal identity,NA,63.6
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,"data.Total, all persons",NA,84.9
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Non immigrants,NA,84.2
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Immigrants,NA,92.1
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Non-permanent residents,NA,96.7
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Total visible minority population,NA,88.7
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Not a visible minority,NA,84.6
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Total Aboriginal identity,NA,79.2
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.First Nations (North American Indian),NA,77.8
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Métis,NA,80.2
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Inuk (Inuit),NA,85.5
2016,data.Nova Scotia,data.Both sexes,data.25 to 64 years,data.Non-Aboriginal identity,NA,85.2
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,"data.Total, all persons",NA,67.9
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Non immigrants,NA,66.1
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Immigrants,NA,87.3
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Non-permanent residents,NA,80
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Total visible minority population,NA,64.6
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Not a visible minority,NA,68
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Total Aboriginal identity,NA,55.1
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.First Nations (North American Indian),NA,58.7
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Métis,NA,52.7
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Inuk (Inuit),NA,54.5
2016,data.Nova Scotia,data.Both sexes,data.65 to 74 years,data.Non-Aboriginal identity,NA,68.3
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,"data.Total, all persons",NA,53.8
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Non immigrants,NA,51.6
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Immigrants,NA,77.2
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Non-permanent residents,NA,60
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Total visible minority population,NA,56.4
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Not a visible minority,NA,53.8
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Total Aboriginal identity,NA,36.9
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.First Nations (North American Indian),NA,40.7
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Métis,NA,33.1
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Inuk (Inuit),NA,75
2016,data.Nova Scotia,data.Both sexes,data.75 years and over,data.Non-Aboriginal identity,NA,54.2
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,73.9
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,72.6
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Immigrants,NA,87.8
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,92.6
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,81.1
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,73.4
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,65.6
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,64.7
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Métis,NA,66.1
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,79.2
2016,data.Nova Scotia,data.Males,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,74.4
2016,data.Nova Scotia,data.Males,data.15 to 24 years,"data.Total, all persons",NA,61.5
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Non immigrants,NA,59.8
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Immigrants,NA,70.2
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Non-permanent residents,NA,88.2
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Total visible minority population,NA,72.6
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Not a visible minority,NA,60.1
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Total Aboriginal identity,NA,52.8
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.First Nations (North American Indian),NA,49.7
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Métis,NA,57.6
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Inuk (Inuit),NA,61.5
2016,data.Nova Scotia,data.Males,data.15 to 24 years,data.Non-Aboriginal identity,NA,62.2
2016,data.Nova Scotia,data.Males,data.25 to 64 years,"data.Total, all persons",NA,81.1
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Non immigrants,NA,80.1
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Immigrants,NA,92.1
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Non-permanent residents,NA,96.3
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Total visible minority population,NA,87.5
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Not a visible minority,NA,80.7
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Total Aboriginal identity,NA,73.2
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.First Nations (North American Indian),NA,72.1
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Métis,NA,73.5
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Inuk (Inuit),NA,87.9
2016,data.Nova Scotia,data.Males,data.25 to 64 years,data.Non-Aboriginal identity,NA,81.6
2016,data.Nova Scotia,data.Males,data.65 to 74 years,"data.Total, all persons",NA,65.9
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Non immigrants,NA,63.9
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Immigrants,NA,87.1
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Non-permanent residents,NA,77.8
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Total visible minority population,NA,63.9
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Not a visible minority,NA,66
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Total Aboriginal identity,NA,54.1
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.First Nations (North American Indian),NA,57.4
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Métis,NA,51.6
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Inuk (Inuit),NA,66.7
2016,data.Nova Scotia,data.Males,data.65 to 74 years,data.Non-Aboriginal identity,NA,66.3
2016,data.Nova Scotia,data.Males,data.75 years and over,"data.Total, all persons",NA,51.9
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Non immigrants,NA,48.9
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Immigrants,NA,79
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Non-permanent residents,NA,75
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Total visible minority population,NA,57.4
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Not a visible minority,NA,51.7
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Total Aboriginal identity,NA,38
2016,data.Nova Scotia,data.Males,data.75 years and over,data.First Nations (North American Indian),NA,39
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Métis,NA,34.6
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Inuk (Inuit),NA,66.7
2016,data.Nova Scotia,data.Males,data.75 years and over,data.Non-Aboriginal identity,NA,52.2
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,79.6
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,78.9
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Immigrants,NA,87.3
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,92.6
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,82.3
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,79.4
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,75.3
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,74
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Métis,NA,76.6
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,78.1
2016,data.Nova Scotia,data.Females,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,79.8
2016,data.Nova Scotia,data.Females,data.15 to 24 years,"data.Total, all persons",NA,64.6
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Non immigrants,NA,63.8
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Immigrants,NA,65.6
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Non-permanent residents,NA,86.9
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Total visible minority population,NA,70.5
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Not a visible minority,NA,63.9
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Total Aboriginal identity,NA,60.2
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.First Nations (North American Indian),NA,56.7
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Métis,NA,64
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Inuk (Inuit),NA,71.4
2016,data.Nova Scotia,data.Females,data.15 to 24 years,data.Non-Aboriginal identity,NA,65
2016,data.Nova Scotia,data.Females,data.25 to 64 years,"data.Total, all persons",NA,88.3
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Non immigrants,NA,87.9
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Immigrants,NA,92.3
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Non-permanent residents,NA,97.3
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Total visible minority population,NA,89.8
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Not a visible minority,NA,88.2
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Total Aboriginal identity,NA,84.6
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.First Nations (North American Indian),NA,82.9
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Métis,NA,86.2
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Inuk (Inuit),NA,83.7
2016,data.Nova Scotia,data.Females,data.25 to 64 years,data.Non-Aboriginal identity,NA,88.5
2016,data.Nova Scotia,data.Females,data.65 to 74 years,"data.Total, all persons",NA,69.7
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Non immigrants,NA,68.1
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Immigrants,NA,87.3
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Non-permanent residents,NA,83.3
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Total visible minority population,NA,65.2
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Not a visible minority,NA,69.8
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Total Aboriginal identity,NA,55.8
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.First Nations (North American Indian),NA,59
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Métis,NA,54.1
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Inuk (Inuit),NA,60
2016,data.Nova Scotia,data.Females,data.65 to 74 years,data.Non-Aboriginal identity,NA,70.1
2016,data.Nova Scotia,data.Females,data.75 years and over,"data.Total, all persons",NA,55.3
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Non immigrants,NA,53.5
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Immigrants,NA,75.7
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Non-permanent residents,NA,50
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Total visible minority population,NA,55.4
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Not a visible minority,NA,55.4
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Total Aboriginal identity,NA,36.1
2016,data.Nova Scotia,data.Females,data.75 years and over,data.First Nations (North American Indian),NA,41.2
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Métis,NA,31.7
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Inuk (Inuit),NA,100
2016,data.Nova Scotia,data.Females,data.75 years and over,data.Non-Aboriginal identity,NA,55.8
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,75.3
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,74.7
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Immigrants,NA,84.7
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,87.6
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,82.3
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,75.1
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,66.4
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,66.1
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Métis,NA,66.3
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,69.5
2016,data.New Brunswick,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,75.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,"data.Total, all persons",NA,63.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Non immigrants,NA,63.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Immigrants,NA,56.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Non-permanent residents,NA,79.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Total visible minority population,NA,63.1
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Not a visible minority,NA,63.6
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Total Aboriginal identity,NA,57.9
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.First Nations (North American Indian),NA,57.2
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Métis,NA,56.7
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Inuk (Inuit),NA,65
2016,data.New Brunswick,data.Both sexes,data.15 to 24 years,data.Non-Aboriginal identity,NA,63.9
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,"data.Total, all persons",NA,84.2
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Non immigrants,NA,83.8
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Immigrants,NA,90.5
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Non-permanent residents,NA,91.1
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Total visible minority population,NA,90.4
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Not a visible minority,NA,84
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Total Aboriginal identity,NA,73.7
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.First Nations (North American Indian),NA,72.8
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Métis,NA,74.3
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Inuk (Inuit),NA,70.6
2016,data.New Brunswick,data.Both sexes,data.25 to 64 years,data.Non-Aboriginal identity,NA,84.6
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,"data.Total, all persons",NA,62.7
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Non immigrants,NA,61.5
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Immigrants,NA,85.1
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Non-permanent residents,NA,81.8
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Total visible minority population,NA,76.1
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Not a visible minority,NA,62.6
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Total Aboriginal identity,NA,48.2
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.First Nations (North American Indian),NA,49.1
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Métis,NA,46.7
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Inuk (Inuit),NA,80
2016,data.New Brunswick,data.Both sexes,data.65 to 74 years,data.Non-Aboriginal identity,NA,63.1
2016,data.New Brunswick,data.Both sexes,data.75 years and over,"data.Total, all persons",NA,45.8
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Non immigrants,NA,44.2
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Immigrants,NA,72.1
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Non-permanent residents,NA,50
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Total visible minority population,NA,56.3
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Not a visible minority,NA,45.7
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Total Aboriginal identity,NA,29
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.First Nations (North American Indian),NA,34.4
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Métis,NA,22.2
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Inuk (Inuit),NA,0
2016,data.New Brunswick,data.Both sexes,data.75 years and over,data.Non-Aboriginal identity,NA,46.1
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,72.3
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,71.6
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Immigrants,NA,84.1
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,87.3
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,82.5
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,72
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,62.4
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,62.2
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Métis,NA,61.7
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,76.9
2016,data.New Brunswick,data.Males,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,72.7
2016,data.New Brunswick,data.Males,data.15 to 24 years,"data.Total, all persons",NA,62.4
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Non immigrants,NA,62.3
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Immigrants,NA,54
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Non-permanent residents,NA,82.1
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Total visible minority population,NA,64.7
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Not a visible minority,NA,62.3
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Total Aboriginal identity,NA,55.5
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.First Nations (North American Indian),NA,54.8
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Métis,NA,55.3
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Inuk (Inuit),NA,66.7
2016,data.New Brunswick,data.Males,data.15 to 24 years,data.Non-Aboriginal identity,NA,62.8
2016,data.New Brunswick,data.Males,data.25 to 64 years,"data.Total, all persons",NA,80.6
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Non immigrants,NA,80
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Immigrants,NA,89.6
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Non-permanent residents,NA,90.4
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Total visible minority population,NA,90.9
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Not a visible minority,NA,80.2
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Total Aboriginal identity,NA,69.4
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.First Nations (North American Indian),NA,68
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Métis,NA,70.2
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Inuk (Inuit),NA,81.3
2016,data.New Brunswick,data.Males,data.25 to 64 years,data.Non-Aboriginal identity,NA,81
2016,data.New Brunswick,data.Males,data.65 to 74 years,"data.Total, all persons",NA,60.4
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Non immigrants,NA,59
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Immigrants,NA,86.4
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Non-permanent residents,NA,60
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Total visible minority population,NA,71.6
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Not a visible minority,NA,60.3
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Total Aboriginal identity,NA,42.2
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.First Nations (North American Indian),NA,45.1
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Métis,NA,39.3
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Inuk (Inuit),NA,100
2016,data.New Brunswick,data.Males,data.65 to 74 years,data.Non-Aboriginal identity,NA,60.9
2016,data.New Brunswick,data.Males,data.75 years and over,"data.Total, all persons",NA,42.5
2016,data.New Brunswick,data.Males,data.75 years and over,data.Non immigrants,NA,40.3
2016,data.New Brunswick,data.Males,data.75 years and over,data.Immigrants,NA,75.8
2016,data.New Brunswick,data.Males,data.75 years and over,data.Non-permanent residents,NA,0
2016,data.New Brunswick,data.Males,data.75 years and over,data.Total visible minority population,NA,62.8
2016,data.New Brunswick,data.Males,data.75 years and over,data.Not a visible minority,NA,42.2
2016,data.New Brunswick,data.Males,data.75 years and over,data.Total Aboriginal identity,NA,27.4
2016,data.New Brunswick,data.Males,data.75 years and over,data.First Nations (North American Indian),NA,37.8
2016,data.New Brunswick,data.Males,data.75 years and over,data.Métis,NA,17
2016,data.New Brunswick,data.Males,data.75 years and over,data.Inuk (Inuit),NA,0
2016,data.New Brunswick,data.Males,data.75 years and over,data.Non-Aboriginal identity,NA,42.8
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,78.1
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,77.6
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Immigrants,NA,85.3
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,87.4
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,82.1
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,78
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,70.5
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,69.8
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Métis,NA,71.3
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,62.5
2016,data.New Brunswick,data.Females,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,78.4
2016,data.New Brunswick,data.Females,data.15 to 24 years,"data.Total, all persons",NA,64.8
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Non immigrants,NA,64.9
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Immigrants,NA,59.6
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Non-permanent residents,NA,76.9
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Total visible minority population,NA,61
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Not a visible minority,NA,65
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Total Aboriginal identity,NA,60.1
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.First Nations (North American Indian),NA,59.3
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Métis,NA,59.8
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Inuk (Inuit),NA,72.7
2016,data.New Brunswick,data.Females,data.15 to 24 years,data.Non-Aboriginal identity,NA,65.1
2016,data.New Brunswick,data.Females,data.25 to 64 years,"data.Total, all persons",NA,87.6
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Non immigrants,NA,87.4
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Immigrants,NA,91.3
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Non-permanent residents,NA,92.6
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Total visible minority population,NA,89.8
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Not a visible minority,NA,87.5
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Total Aboriginal identity,NA,77.9
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.First Nations (North American Indian),NA,77.4
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Métis,NA,78.8
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Inuk (Inuit),NA,61.1
2016,data.New Brunswick,data.Females,data.25 to 64 years,data.Non-Aboriginal identity,NA,88
2016,data.New Brunswick,data.Females,data.65 to 74 years,"data.Total, all persons",NA,65
2016,data.New Brunswick,data.Females,data.65 to 74 years,data.Non immigrants,NA,63.9
2016,data.New Brunswick,data.Females,data.65 to 74 years,data.Immigrants,NA,84
