"Year","data.Geography","data.Sex","data.Age group","GeoCode","Value"
"2016","data.New Brunswick","data.Females","data.55 years and over",13,11.46
"2016","data.New Brunswick","data.Females","data.65 years and over",13,0
"2016","data.New Brunswick","data.Males","data.15 to 24 years",13,9.09
"2016","data.New Brunswick","data.Males","data.15 years and over",13,28.57
"2016","data.New Brunswick","data.Males","data.25 to 44 years",13,27.27
"2016","data.New Brunswick","data.Males","data.25 to 54 years",13,38.3
"2016","data.New Brunswick","data.Males","data.25 years and over",13,30.19
"2016","data.New Brunswick","data.Males","data.45 years and over",13,16.44
"2016","data.New Brunswick","data.Males","data.55 to 64 years",13,16.13
"2016","data.New Brunswick","data.Males","data.55 years and over",13,13.56
"2016","data.New Brunswick","data.Males","data.65 years and over",13,0
"2016","data.Newfoundland and Labrador","data.Both sexes","data.15 to 24 years",10,19.85
"2016","data.Newfoundland and Labrador","data.Both sexes","data.15 years and over",10,33.69
"2016","data.Newfoundland and Labrador","data.Both sexes","data.25 to 44 years",10,43.14
"2016","data.Newfoundland and Labrador","data.Both sexes","data.25 to 54 years",10,46.54
"2016","data.Newfoundland and Labrador","data.Both sexes","data.25 years and over",10,40.08
"2016","data.Newfoundland and Labrador","data.Both sexes","data.45 years and over",10,35.71
"2016","data.Newfoundland and Labrador","data.Both sexes","data.55 to 64 years",10,18.64
"2016","data.Newfoundland and Labrador","data.Both sexes","data.55 years and over",10,15.66
"2016","data.Newfoundland and Labrador","data.Both sexes","data.65 years and over",10,0
"2016","data.Newfoundland and Labrador","data.Females","data.15 to 24 years",10,12
"2016","data.Newfoundland and Labrador","data.Females","data.15 years and over",10,35.57
"2016","data.Newfoundland and Labrador","data.Females","data.25 to 44 years",10,44.16
"2016","data.Newfoundland and Labrador","data.Females","data.25 to 54 years",10,45.6
"2016","data.Newfoundland and Labrador","data.Females","data.25 years and over",10,41.57
"2016","data.Newfoundland and Labrador","data.Females","data.45 years and over",10,29.7
"2016","data.Newfoundland and Labrador","data.Females","data.55 to 64 years",10,19.51
"2016","data.Newfoundland and Labrador","data.Females","data.55 years and over",10,18.87
"2016","data.Newfoundland and Labrador","data.Females","data.65 years and over",10,0
"2016","data.Newfoundland and Labrador","data.Males","data.15 to 24 years",10,11.48
"2016","data.Newfoundland and Labrador","data.Males","data.15 years and over",10,27.2
"2016","data.Newfoundland and Labrador","data.Males","data.25 to 44 years",10,24
"2016","data.Newfoundland and Labrador","data.Males","data.25 to 54 years",10,38.24
"2016","data.Newfoundland and Labrador","data.Males","data.25 years and over",10,28.12
"2016","data.Newfoundland and Labrador","data.Males","data.45 years and over",10,15.38
"2016","data.Newfoundland and Labrador","data.Males","data.55 to 64 years",10,0
"2016","data.Newfoundland and Labrador","data.Males","data.55 years and over",10,0
"2016","data.Newfoundland and Labrador","data.Males","data.65 years and over",10,0
"2016","data.Nova Scotia","data.Both sexes","data.15 to 24 years",12,25.19
"2016","data.Nova Scotia","data.Both sexes","data.15 years and over",12,27.73
"2016","data.Nova Scotia","data.Both sexes","data.25 to 44 years",12,34.91
"2016","data.Nova Scotia","data.Both sexes","data.25 to 54 years",12,36.01
"2016","data.Nova Scotia","data.Both sexes","data.25 years and over",12,28.99
"2016","data.Nova Scotia","data.Both sexes","data.45 years and over",12,25.23
"2016","data.Nova Scotia","data.Both sexes","data.55 to 64 years",12,18.66
"2016","data.Nova Scotia","data.Both sexes","data.55 years and over",12,15.31
"2016","data.Nova Scotia","data.Both sexes","data.65 years and over",12,8
"2016","data.Nova Scotia","data.Females","data.15 to 24 years",12,21.48
"2016","data.Nova Scotia","data.Females","data.15 years and over",12,26.58
"2016","data.Nova Scotia","data.Females","data.25 to 44 years",12,31.71
"2016","data.Nova Scotia","data.Females","data.25 to 54 years",12,31.92
"2016","data.Nova Scotia","data.Females","data.25 years and over",12,27.44
"2016","data.Nova Scotia","data.Females","data.45 years and over",12,24.34
"2016","data.Nova Scotia","data.Females","data.55 to 64 years",12,13.19
"2016","data.Nova Scotia","data.Females","data.55 years and over",12,12.31
"2016","data.Nova Scotia","data.Females","data.65 years and over",12,0
"2016","data.Nova Scotia","data.Males","data.15 to 24 years",12,24.59
"2016","data.Nova Scotia","data.Males","data.15 years and over",12,30.69
"2016","data.Nova Scotia","data.Males","data.25 to 44 years",12,35.42
"2016","data.Nova Scotia","data.Males","data.25 to 54 years",12,46.05
"2016","data.Nova Scotia","data.Males","data.25 years and over",12,34.19
"2016","data.Nova Scotia","data.Males","data.45 years and over",12,23.36
"2016","data.Nova Scotia","data.Males","data.55 to 64 years",12,16.28
"2016","data.Nova Scotia","data.Males","data.55 years and over",12,12.66
"2016","data.Nova Scotia","data.Males","data.65 years and over",12,0
"2016","data.Ontario","data.Both sexes","data.15 to 24 years",35,19.95
"2016","data.Ontario","data.Both sexes","data.15 years and over",35,27.4
"2016","data.Ontario","data.Both sexes","data.25 to 44 years",35,38.41
"2016","data.Ontario","data.Both sexes","data.25 to 54 years",35,38.79
"2016","data.Ontario","data.Both sexes","data.25 years and over",35,31.48
"2016","data.Ontario","data.Both sexes","data.45 years and over",35,26.64
"2016","data.Ontario","data.Both sexes","data.55 to 64 years",35,26.19
"2016","data.Ontario","data.Both sexes","data.55 years and over",35,19.53
"2016","data.Ontario","data.Both sexes","data.65 years and over",35,7.52
"2016","data.Ontario","data.Females","data.15 to 24 years",35,19.53
"2016","data.Ontario","data.Females","data.15 years and over",35,26.96
"2016","data.Ontario","data.Females","data.25 to 44 years",35,34.79
"2016","data.Ontario","data.Females","data.25 to 54 years",35,35.71
"2016","data.Ontario","data.Females","data.25 years and over",35,30.29
"2016","data.Ontario","data.Females","data.45 years and over",35,26.77
"2016","data.Ontario","data.Females","data.55 to 64 years",35,25.39
"2016","data.Ontario","data.Females","data.55 years and over",35,19.62
"2016","data.Ontario","data.Females","data.65 years and over",35,5.32
"2016","data.Ontario","data.Males","data.15 to 24 years",35,20.51
"2016","data.Ontario","data.Males","data.15 years and over",35,28.22
"2016","data.Ontario","data.Males","data.25 to 44 years",35,48.42
"2016","data.Ontario","data.Males","data.25 to 54 years",35,47.43
"2016","data.Ontario","data.Males","data.25 years and over",35,34.08
"2016","data.Ontario","data.Males","data.45 years and over",35,26.39
"2016","data.Ontario","data.Males","data.55 to 64 years",35,27.89
"2016","data.Ontario","data.Males","data.55 years and over",35,19.31
"2016","data.Ontario","data.Males","data.65 years and over",35,7.13
"2016","data.Prince Edward Island","data.Both sexes","data.15 to 24 years",11,19.57
"2016","data.Prince Edward Island","data.Both sexes","data.15 years and over",11,28.46
"2016","data.Prince Edward Island","data.Both sexes","data.25 to 44 years",11,34.48
"2016","data.Prince Edward Island","data.Both sexes","data.25 to 54 years",11,36.36
"2016","data.Prince Edward Island","data.Both sexes","data.25 years and over",11,30.26
"2016","data.Prince Edward Island","data.Both sexes","data.45 years and over",11,25
"2016","data.Prince Edward Island","data.Both sexes","data.55 to 64 years",11,26.32
"2016","data.Prince Edward Island","data.Both sexes","data.55 years and over",11,18.75
"2016","data.Prince Edward Island","data.Both sexes","data.65 years and over",11,0
"2016","data.Prince Edward Island","data.Females","data.15 to 24 years",11,17.86
"2016","data.Prince Edward Island","data.Females","data.15 years and over",11,26.25
"2016","data.Prince Edward Island","data.Females","data.25 to 44 years",11,25
"2016","data.Prince Edward Island","data.Females","data.25 to 54 years",11,34.38
"2016","data.Prince Edward Island","data.Females","data.25 years and over",11,28.85
"2016","data.Prince Edward Island","data.Females","data.45 years and over",11,25.81
"2016","data.Prince Edward Island","data.Females","data.55 to 64 years",11,15.38
"2016","data.Prince Edward Island","data.Females","data.55 years and over",11,10
"2016","data.Prince Edward Island","data.Females","data.65 years and over",11,0
"2016","data.Prince Edward Island","data.Males","data.15 to 24 years",11,11.11
"2016","data.Prince Edward Island","data.Males","data.15 years and over",11,30.95
"2016","data.Prince Edward Island","data.Males","data.25 to 44 years",11,25
"2016","data.Prince Edward Island","data.Males","data.25 to 54 years",11,41.67
"2016","data.Prince Edward Island","data.Males","data.25 years and over",11,29.17
"2016","data.Prince Edward Island","data.Males","data.45 years and over",11,18.75
"2016","data.Prince Edward Island","data.Males","data.55 to 64 years",11,0
"2016","data.Prince Edward Island","data.Males","data.55 years and over",11,16.67
"2016","data.Prince Edward Island","data.Males","data.65 years and over",11,0
"2016","data.Quebec","data.Both sexes","data.15 to 24 years",24,13.36
"2016","data.Quebec","data.Both sexes","data.15 years and over",24,22
"2016","data.Quebec","data.Both sexes","data.25 to 44 years",24,33.7
"2016","data.Quebec","data.Both sexes","data.25 to 54 years",24,33.94
"2016","data.Quebec","data.Both sexes","data.25 years and over",24,27.34
"2016","data.Quebec","data.Both sexes","data.45 years and over",24,22.75
"2016","data.Quebec","data.Both sexes","data.55 to 64 years",24,21.53
"2016","data.Quebec","data.Both sexes","data.55 years and over",24,16.31
"2016","data.Quebec","data.Both sexes","data.65 years and over",24,3.83
"2016","data.Quebec","data.Females","data.15 to 24 years",24,12.72
"2016","data.Quebec","data.Females","data.15 years and over",24,21
"2016","data.Quebec","data.Females","data.25 to 44 years",24,29.97
"2016","data.Quebec","data.Females","data.25 to 54 years",24,30.23
"2016","data.Quebec","data.Females","data.25 years and over",24,25.59
"2016","data.Quebec","data.Females","data.45 years and over",24,22.04
"2016","data.Quebec","data.Females","data.55 to 64 years",24,18.22
"2016","data.Quebec","data.Females","data.55 years and over",24,16.07
"2016","data.Quebec","data.Females","data.65 years and over",24,0
"2016","data.Quebec","data.Males","data.15 to 24 years",24,14.36
"2016","data.Quebec","data.Males","data.15 years and over",24,23.72
"2016","data.Quebec","data.Males","data.25 to 44 years",24,42.98
"2016","data.Quebec","data.Males","data.25 to 54 years",24,43.41
"2016","data.Quebec","data.Males","data.25 years and over",24,31.02
"2016","data.Quebec","data.Males","data.45 years and over",24,24.01
"2016","data.Quebec","data.Males","data.55 to 64 years",24,19.41
"2016","data.Quebec","data.Males","data.55 years and over",24,13.54
"2016","data.Quebec","data.Males","data.65 years and over",24,5.33
"2016","data.Saskatchewan","data.Both sexes","data.15 to 24 years",47,17.68
"2016","data.Saskatchewan","data.Both sexes","data.15 years and over",47,20.66
"2016","data.Saskatchewan","data.Both sexes","data.25 to 44 years",47,28.32
"2016","data.Saskatchewan","data.Both sexes","data.25 to 54 years",47,28.89
"2016","data.Saskatchewan","data.Both sexes","data.25 years and over",47,22.14
"2016","data.Saskatchewan","data.Both sexes","data.45 years and over",47,17.78
"2016","data.Saskatchewan","data.Both sexes","data.55 to 64 years",47,12
"2016","data.Saskatchewan","data.Both sexes","data.55 years and over",47,10.14
"2016","data.Saskatchewan","data.Both sexes","data.65 years and over",47,0
"2016","data.Saskatchewan","data.Females","data.15 to 24 years",47,11.7
"2016","data.Saskatchewan","data.Females","data.15 years and over",47,18.75
"2016","data.Saskatchewan","data.Females","data.25 to 44 years",47,22.57
"2016","data.Saskatchewan","data.Females","data.25 to 54 years",47,24.14
"2016","data.Saskatchewan","data.Females","data.25 years and over",47,19.6
"2016","data.Saskatchewan","data.Females","data.45 years and over",47,17.15
"2016","data.Saskatchewan","data.Females","data.55 to 64 years",47,10.32
"2016","data.Saskatchewan","data.Females","data.55 years and over",47,7.73
"2016","data.Saskatchewan","data.Females","data.65 years and over",47,0
"2016","data.Saskatchewan","data.Males","data.15 to 24 years",47,16.39
"2016","data.Saskatchewan","data.Males","data.15 years and over",47,24.84
"2016","data.Saskatchewan","data.Males","data.25 to 44 years",47,48.33
"2016","data.Saskatchewan","data.Males","data.25 to 54 years",47,45.35
"2016","data.Saskatchewan","data.Males","data.25 years and over",47,27.23
"2016","data.Saskatchewan","data.Males","data.45 years and over",47,16.79
"2016","data.Saskatchewan","data.Males","data.55 to 64 years",47,16.67
"2016","data.Saskatchewan","data.Males","data.55 years and over",47,9.52
"2016","data.Saskatchewan","data.Males","data.65 years and over",47,0
"2017","data.Alberta","data.Both sexes","data.15 to 24 years",48,21.61
"2017","data.Alberta","data.Both sexes","data.15 years and over",48,26.2
"2017","data.Alberta","data.Both sexes","data.25 to 44 years",48,31.37
"2017","data.Alberta","data.Both sexes","data.25 to 54 years",48,32.55
"2017","data.Alberta","data.Both sexes","data.25 years and over",48,28.31
"2017","data.Alberta","data.Both sexes","data.45 years and over",48,25.57
"2017","data.Alberta","data.Both sexes","data.55 to 64 years",48,26.26
"2017","data.Alberta","data.Both sexes","data.55 years and over",48,20.04
"2017","data.Alberta","data.Both sexes","data.65 years and over",48,6.38
"2017","data.Alberta","data.Females","data.15 to 24 years",48,21.87
"2017","data.Alberta","data.Females","data.15 years and over",48,24.21
"2017","data.Alberta","data.Females","data.25 to 44 years",48,26.47
"2017","data.Alberta","data.Females","data.25 to 54 years",48,27.31
"2017","data.Alberta","data.Females","data.25 years and over",48,25.06
"2017","data.Alberta","data.Females","data.45 years and over",48,23.7
"2017","data.Alberta","data.Females","data.55 to 64 years",48,21.86
"2017","data.Alberta","data.Females","data.55 years and over",48,18.08
"2017","data.Alberta","data.Females","data.65 years and over",48,0
"2017","data.Alberta","data.Males","data.15 to 24 years",48,19.47
"2017","data.Alberta","data.Males","data.15 years and over",48,30.59
"2017","data.Alberta","data.Males","data.25 to 44 years",48,46.18
"2017","data.Alberta","data.Males","data.25 to 54 years",48,48.4
"2017","data.Alberta","data.Males","data.25 years and over",48,36.99
"2017","data.Alberta","data.Males","data.45 years and over",48,27.25
"2017","data.Alberta","data.Males","data.55 to 64 years",48,18.62
"2017","data.Alberta","data.Males","data.55 years and over",48,12.22
"2017","data.Alberta","data.Males","data.65 years and over",48,0
"2017","data.British Columbia","data.Both sexes","data.15 to 24 years",59,17.49
"2017","data.British Columbia","data.Both sexes","data.15 years and over",59,20.9
"2017","data.British Columbia","data.Both sexes","data.25 to 44 years",59,27.2
"2017","data.British Columbia","data.Both sexes","data.25 to 54 years",59,27.11
"2017","data.British Columbia","data.Both sexes","data.25 years and over",59,22.49
"2017","data.British Columbia","data.Both sexes","data.45 years and over",59,19.25
"2017","data.British Columbia","data.Both sexes","data.55 to 64 years",59,19.26
"2017","data.British Columbia","data.Both sexes","data.55 years and over",59,14.94
"2017","data.British Columbia","data.Both sexes","data.65 years and over",59,5.21
"2017","data.British Columbia","data.Females","data.15 to 24 years",59,17.18
"2017","data.British Columbia","data.Females","data.15 years and over",59,19.01
"2017","data.British Columbia","data.Females","data.25 to 44 years",59,22.98
"2017","data.British Columbia","data.Females","data.25 to 54 years",59,22.71
"2017","data.British Columbia","data.Females","data.25 years and over",59,19.79
"2017","data.British Columbia","data.Females","data.45 years and over",59,17.4
"2017","data.British Columbia","data.Females","data.55 to 64 years",59,13.11
"2017","data.British Columbia","data.Females","data.55 years and over",59,12.77
"2017","data.British Columbia","data.Females","data.65 years and over",59,5.99
"2017","data.British Columbia","data.Males","data.15 to 24 years",59,15.97
"2017","data.British Columbia","data.Males","data.15 years and over",59,24.44
"2017","data.British Columbia","data.Males","data.25 to 44 years",59,39.1
"2017","data.British Columbia","data.Males","data.25 to 54 years",59,39.34
"2017","data.British Columbia","data.Males","data.25 years and over",59,28.53
"2017","data.British Columbia","data.Males","data.45 years and over",59,23.03
"2017","data.British Columbia","data.Males","data.55 to 64 years",59,12.5
"2017","data.British Columbia","data.Males","data.55 years and over",59,12.13
"2017","data.British Columbia","data.Males","data.65 years and over",59,0
"2017","data.Canada","data.Both sexes","data.15 to 24 years",,17.87
"2017","data.Canada","data.Both sexes","data.25 to 44 years",,34
"2017","data.Canada","data.Both sexes","data.25 to 54 years",,34.13
"2017","data.Canada","data.Both sexes","data.25 years and over",,27.57
"2017","data.Canada","data.Both sexes","data.45 years and over",,22.85
"2017","data.Canada","data.Both sexes","data.55 to 64 years",,22.54
"2017","data.Canada","data.Both sexes","data.55 years and over",,16.79
"2017","data.Canada","data.Both sexes","data.65 years and over",,6.76
"2017","data.Canada","data.Females","data.15 to 24 years",,17.24
"2017","data.Canada","data.Females","data.15 years and over",,23.25
"2017","data.Canada","data.Females","data.25 to 44 years",,30.61
"2017","data.Canada","data.Females","data.25 to 54 years",,30.42
"2017","data.Canada","data.Females","data.25 years and over",,25.94
"2017","data.Canada","data.Females","data.45 years and over",,22.15
"2017","data.Canada","data.Females","data.55 to 64 years",,21.01
"2017","data.Canada","data.Females","data.55 years and over",,17.01
"2017","data.Canada","data.Females","data.65 years and over",,5.74
"2017","data.Canada","data.Males","data.15 to 24 years",,18.69
"2017","data.Canada","data.Males","data.15 years and over",,25.82
"2017","data.Canada","data.Males","data.25 to 44 years",,43.35
"2017","data.Canada","data.Males","data.25 to 54 years",,44.62
"2017","data.Canada","data.Males","data.25 years and over",,31.13
"2017","data.Canada","data.Males","data.45 years and over",,24.21
"2017","data.Canada","data.Males","data.55 to 64 years",,25.87
"2017","data.Canada","data.Males","data.55 years and over",,16.36
"2017","data.Canada","data.Males","data.65 years and over",,5.63
"2017","data.Manitoba","data.Both sexes","data.15 to 24 years",46,20.31
"2017","data.Manitoba","data.Both sexes","data.15 years and over",46,22.64
"2017","data.Manitoba","data.Both sexes","data.25 to 44 years",46,30.23
"2017","data.Manitoba","data.Both sexes","data.25 to 54 years",46,30.49
"2017","data.Manitoba","data.Both sexes","data.25 years and over",46,23.98
"2017","data.Manitoba","data.Both sexes","data.45 years and over",46,19.32
"2017","data.Manitoba","data.Both sexes","data.55 to 64 years",46,17.51
"2017","data.Manitoba","data.Both sexes","data.55 years and over",46,12.03
"2017","data.Manitoba","data.Both sexes","data.65 years and over",46,0
"2017","data.Manitoba","data.Females","data.15 to 24 years",46,18.7
"2017","data.Manitoba","data.Females","data.15 years and over",46,21.26
"2017","data.Manitoba","data.Females","data.25 to 44 years",46,27.41
"2017","data.Manitoba","data.Females","data.25 to 54 years",46,26.65
"2017","data.Manitoba","data.Females","data.25 years and over",46,22.46
"2017","data.Manitoba","data.Females","data.45 years and over",46,18.54
"2017","data.Manitoba","data.Females","data.55 to 64 years",46,12
"2017","data.Manitoba","data.Females","data.55 years and over",46,9.34
"2017","data.Manitoba","data.Females","data.65 years and over",46,0
"2017","data.Manitoba","data.Males","data.15 to 24 years",46,21.99
"2017","data.Manitoba","data.Males","data.15 years and over",46,25.36
"2017","data.Manitoba","data.Males","data.25 to 44 years",46,35.29
"2017","data.Manitoba","data.Males","data.25 to 54 years",46,38.94
"2017","data.Manitoba","data.Males","data.25 years and over",46,28.25
"2017","data.Manitoba","data.Males","data.45 years and over",46,18.84
"2017","data.Manitoba","data.Males","data.55 to 64 years",46,11.32
"2017","data.Manitoba","data.Males","data.55 years and over",46,6.36
"2017","data.Manitoba","data.Males","data.65 years and over",46,0
"2017","data.New Brunswick","data.Both sexes","data.15 to 24 years",13,18.78
"2017","data.New Brunswick","data.Both sexes","data.15 years and over",13,24.61
"2017","data.New Brunswick","data.Both sexes","data.25 to 44 years",13,37.61
"2017","data.New Brunswick","data.Both sexes","data.25 to 54 years",13,37.64
"2017","data.New Brunswick","data.Both sexes","data.25 years and over",13,26.57
"2017","data.New Brunswick","data.Both sexes","data.45 years and over",13,18.81
"2017","data.New Brunswick","data.Both sexes","data.55 to 64 years",13,12.36
"2017","data.New Brunswick","data.Both sexes","data.55 years and over",13,12.74
"2017","data.New Brunswick","data.Both sexes","data.65 years and over",13,0
"2017","data.New Brunswick","data.Females","data.15 to 24 years",13,18.02
"2017","data.New Brunswick","data.Females","data.15 years and over",13,24.2
"2017","data.New Brunswick","data.Females","data.25 to 44 years",13,25
"2017","data.New Brunswick","data.Females","data.25 to 54 years",13,33.09
"2017","data.New Brunswick","data.Females","data.25 years and over",13,25.86
"2017","data.New Brunswick","data.Females","data.45 years and over",13,17.36
"2017","data.New Brunswick","data.Females","data.55 to 64 years",13,12.7
"2017","data.New Brunswick","data.Females","data.55 years and over",13,9.57
"2017","data.New Brunswick","data.Females","data.65 years and over",13,0
"2017","data.New Brunswick","data.Males","data.15 to 24 years",13,10
"2017","data.New Brunswick","data.Males","data.15 years and over",13,25
"2017","data.New Brunswick","data.Males","data.25 to 44 years",13,41.38
"2017","data.New Brunswick","data.Males","data.25 to 54 years",13,40
"2017","data.New Brunswick","data.Males","data.25 years and over",13,23.3
"2017","data.New Brunswick","data.Males","data.45 years and over",13,12.16
"2017","data.New Brunswick","data.Males","data.55 to 64 years",13,0
"2017","data.New Brunswick","data.Males","data.55 years and over",13,9.52
"2017","data.New Brunswick","data.Males","data.65 years and over",13,0
"2017","data.Newfoundland and Labrador","data.Both sexes","data.15 to 24 years",10,21.17
"2017","data.Newfoundland and Labrador","data.Both sexes","data.15 years and over",10,37.35
"2017","data.Newfoundland and Labrador","data.Both sexes","data.25 to 44 years",10,47.56
"2017","data.Newfoundland and Labrador","data.Both sexes","data.25 to 54 years",10,55.74
"2017","data.Newfoundland and Labrador","data.Both sexes","data.25 years and over",10,47.18
"2017","data.Newfoundland and Labrador","data.Both sexes","data.45 years and over",10,43.36
"2017","data.Newfoundland and Labrador","data.Both sexes","data.55 to 64 years",10,32.69
"2017","data.Newfoundland and Labrador","data.Both sexes","data.55 years and over",10,27.4
"2017","data.Newfoundland and Labrador","data.Both sexes","data.65 years and over",10,0
"2017","data.Newfoundland and Labrador","data.Females","data.15 to 24 years",10,14.1
"2017","data.Newfoundland and Labrador","data.Females","data.15 years and over",10,37.16
"2017","data.Newfoundland and Labrador","data.Females","data.25 to 44 years",10,45
"2017","data.Newfoundland and Labrador","data.Females","data.25 to 54 years",10,52.17
"2017","data.Newfoundland and Labrador","data.Females","data.25 years and over",10,46.43
"2017","data.Newfoundland and Labrador","data.Females","data.45 years and over",10,40
"2017","data.Newfoundland and Labrador","data.Females","data.55 to 64 years",10,21.05
"2017","data.Newfoundland and Labrador","data.Females","data.55 years and over",10,16.67
"2017","data.Newfoundland and Labrador","data.Females","data.65 years and over",10,0
"2017","data.Newfoundland and Labrador","data.Males","data.15 to 24 years",10,13.56
"2017","data.Newfoundland and Labrador","data.Males","data.15 years and over",10,35.09
"2017","data.Newfoundland and Labrador","data.Males","data.25 to 44 years",10,45.45
"2017","data.Newfoundland and Labrador","data.Males","data.25 to 54 years",10,48.39
"2017","data.Newfoundland and Labrador","data.Males","data.25 years and over",10,40
"2017","data.Newfoundland and Labrador","data.Males","data.45 years and over",10,27.27
"2017","data.Newfoundland and Labrador","data.Males","data.55 to 64 years",10,0
"2017","data.Newfoundland and Labrador","data.Males","data.55 years and over",10,20
"2017","data.Newfoundland and Labrador","data.Males","data.65 years and over",10,0
"2017","data.Nova Scotia","data.Both sexes","data.15 to 24 years",12,20.28
"2017","data.Nova Scotia","data.Both sexes","data.15 years and over",12,26.04
"2017","data.Nova Scotia","data.Both sexes","data.25 to 44 years",12,34.78
"2017","data.Nova Scotia","data.Both sexes","data.25 to 54 years",12,36.83
"2017","data.Nova Scotia","data.Both sexes","data.25 years and over",12,28.7
"2017","data.Nova Scotia","data.Both sexes","data.45 years and over",12,24.86
"2017","data.Nova Scotia","data.Both sexes","data.55 to 64 years",12,19.21
"2017","data.Nova Scotia","data.Both sexes","data.55 years and over",12,16.33
"2017","data.Nova Scotia","data.Both sexes","data.65 years and over",12,6.38
"2017","data.Nova Scotia","data.Females","data.15 to 24 years",12,15.24
"2017","data.Nova Scotia","data.Females","data.15 years and over",12,24.86
"2017","data.Nova Scotia","data.Females","data.25 to 44 years",12,33.56
"2017","data.Nova Scotia","data.Females","data.25 to 54 years",12,34.62
"2017","data.Nova Scotia","data.Females","data.25 years and over",12,28.13
"2017","data.Nova Scotia","data.Females","data.45 years and over",12,25.21
"2017","data.Nova Scotia","data.Females","data.55 to 64 years",12,17.12
"2017","data.Nova Scotia","data.Females","data.55 years and over",12,14.01
"2017","data.Nova Scotia","data.Females","data.65 years and over",12,0
"2017","data.Nova Scotia","data.Males","data.15 to 24 years",12,21.55
"2017","data.Nova Scotia","data.Males","data.15 years and over",12,27.97
"2017","data.Nova Scotia","data.Males","data.25 to 44 years",12,29.31
"2017","data.Nova Scotia","data.Males","data.25 to 54 years",12,34.57
"2017","data.Nova Scotia","data.Males","data.25 years and over",12,30
"2017","data.Nova Scotia","data.Males","data.45 years and over",12,21.43
"2017","data.Nova Scotia","data.Males","data.55 to 64 years",12,17.5
"2017","data.Nova Scotia","data.Males","data.55 years and over",12,11.36
"2017","data.Nova Scotia","data.Males","data.65 years and over",12,0
"2017","data.Ontario","data.Both sexes","data.15 to 24 years",35,20.3
"2017","data.Ontario","data.Both sexes","data.15 years and over",35,26.6
"2017","data.Ontario","data.Both sexes","data.25 to 44 years",35,37.78
"2017","data.Ontario","data.Both sexes","data.25 to 54 years",35,37.87
"2017","data.Ontario","data.Both sexes","data.25 years and over",35,30.18
"2017","data.Ontario","data.Both sexes","data.45 years and over",35,24.68
"2017","data.Ontario","data.Both sexes","data.55 to 64 years",35,23.51
"2017","data.Ontario","data.Both sexes","data.55 years and over",35,17.43
"2017","data.Ontario","data.Both sexes","data.65 years and over",35,6.25
"2017","data.Ontario","data.Females","data.15 to 24 years",35,19.81
"2017","data.Ontario","data.Females","data.15 years and over",35,26.34
"2017","data.Ontario","data.Females","data.25 to 44 years",35,35.75
"2017","data.Ontario","data.Females","data.25 to 54 years",35,34.94
"2017","data.Ontario","data.Females","data.25 years and over",35,29.3
"2017","data.Ontario","data.Females","data.45 years and over",35,24.2
"2017","data.Ontario","data.Females","data.55 to 64 years",35,22.35
"2017","data.Ontario","data.Females","data.55 years and over",35,18.22
"2017","data.Ontario","data.Females","data.65 years and over",35,7.38
"2017","data.Ontario","data.Males","data.15 to 24 years",35,20.95
"2017","data.Ontario","data.Males","data.15 years and over",35,27.08
"2017","data.Ontario","data.Males","data.25 to 44 years",35,43.46
"2017","data.Ontario","data.Males","data.25 to 54 years",35,46.07
"2017","data.Ontario","data.Males","data.25 years and over",35,32.13
"2017","data.Ontario","data.Males","data.45 years and over",35,25.61
"2017","data.Ontario","data.Males","data.55 to 64 years",35,26.18
"2017","data.Ontario","data.Males","data.55 years and over",35,16.08
"2017","data.Ontario","data.Males","data.65 years and over",35,5.16
"2017","data.Prince Edward Island","data.Both sexes","data.15 to 24 years",11,13.04
"2017","data.Prince Edward Island","data.Both sexes","data.15 years and over",11,25.83
"2017","data.Prince Edward Island","data.Both sexes","data.25 to 44 years",11,38.46
"2017","data.Prince Edward Island","data.Both sexes","data.25 to 54 years",11,41.03
"2017","data.Prince Edward Island","data.Both sexes","data.25 years and over",11,29.33
"2017","data.Prince Edward Island","data.Both sexes","data.45 years and over",11,16.67
"2017","data.Prince Edward Island","data.Both sexes","data.55 to 64 years",11,10.53
"2017","data.Prince Edward Island","data.Both sexes","data.55 years and over",11,13.89
"2017","data.Prince Edward Island","data.Both sexes","data.65 years and over",11,0
"2017","data.Prince Edward Island","data.Females","data.15 to 24 years",11,14.29
"2017","data.Prince Edward Island","data.Females","data.15 years and over",11,25.64
"2017","data.Prince Edward Island","data.Females","data.25 to 44 years",11,30
"2017","data.Prince Edward Island","data.Females","data.25 to 54 years",11,34.48
"2017","data.Prince Edward Island","data.Females","data.25 years and over",11,32
"2017","data.Prince Edward Island","data.Females","data.45 years and over",11,16.67
"2017","data.Prince Edward Island","data.Females","data.55 to 64 years",11,15.38
"2017","data.Prince Edward Island","data.Females","data.55 years and over",11,9.52
"2017","data.Prince Edward Island","data.Females","data.65 years and over",11,0
"2017","data.Prince Edward Island","data.Males","data.15 to 24 years",11,11.76
"2017","data.Prince Edward Island","data.Males","data.15 years and over",11,19.05
"2017","data.Prince Edward Island","data.Males","data.25 to 44 years",11,0
"2017","data.Prince Edward Island","data.Males","data.25 to 54 years",11,20
"2017","data.Prince Edward Island","data.Males","data.25 years and over",11,20
"2017","data.Prince Edward Island","data.Males","data.45 years and over",11,11.11
"2017","data.Prince Edward Island","data.Males","data.55 to 64 years",11,0
