"Year","data.Geography","data.Economic family type","GeoCode","Value"
"2016","data.Manitoba","data.Elderly families",46,63500
"2016","data.Manitoba","data.Elderly couples",46,63000
"2016","data.Manitoba","data.Other elderly families",46,67100
"2016","data.Manitoba","data.Non-elderly families",46,84600
"2016","data.Manitoba","data.Couples",46,76700
"2016","data.Manitoba","data.Couples with children",46,92500
"2016","data.Manitoba","data.Couples with other relatives",46,124600
"2016","data.Manitoba","data.Lone-parent families",46,46700
"2016","data.Manitoba","data.Male lone-parent families",46,
"2016","data.Manitoba","data.Female lone-parent families",46,42700
"2016","data.Manitoba","data.Other non-elderly families",46,70200
"2016","data.Manitoba","data.Persons not in an economic family",46,32200
"2016","data.Manitoba","data.Elderly persons not in an economic family",46,29400
"2016","data.Manitoba","data.Elderly males not in an economic family",46,33200
"2016","data.Manitoba","data.Elderly females not in an economic family",46,27800
"2016","data.Manitoba","data.Non-elderly persons not in an economic family",46,34300
"2016","data.Manitoba","data.Non-elderly males not in an economic family",46,33800
"2016","data.Manitoba","data.Non-elderly females not in an economic family",46,34900
"2016","data.Saskatchewan","data.Economic families and persons not in an economic family",47,65600
"2016","data.Saskatchewan","data.Economic families",47,88500
"2016","data.Saskatchewan","data.Elderly families",47,67900
"2016","data.Saskatchewan","data.Elderly couples",47,68100
"2016","data.Saskatchewan","data.Other elderly families",47,63700
"2016","data.Saskatchewan","data.Non-elderly families",47,95200
"2016","data.Saskatchewan","data.Couples",47,86400
"2016","data.Saskatchewan","data.Couples with children",47,104900
"2016","data.Saskatchewan","data.Couples with other relatives",47,131700
"2016","data.Saskatchewan","data.Lone-parent families",47,57300
"2016","data.Saskatchewan","data.Male lone-parent families",47,86100
"2016","data.Saskatchewan","data.Female lone-parent families",47,50800
"2016","data.Saskatchewan","data.Other non-elderly families",47,81500
"2016","data.Saskatchewan","data.Persons not in an economic family",47,33000
"2016","data.Saskatchewan","data.Elderly persons not in an economic family",47,27200
"2016","data.Saskatchewan","data.Elderly males not in an economic family",47,25200
"2016","data.Saskatchewan","data.Elderly females not in an economic family",47,28800
"2016","data.Saskatchewan","data.Non-elderly persons not in an economic family",47,35700
"2016","data.Saskatchewan","data.Non-elderly males not in an economic family",47,39300
"2016","data.Saskatchewan","data.Non-elderly females not in an economic family",47,29900
"2016","data.Alberta","data.Economic families and persons not in an economic family",48,75800
"2016","data.Alberta","data.Economic families",48,100200
"2016","data.Alberta","data.Elderly families",48,73600
"2016","data.Alberta","data.Elderly couples",48,72200
"2016","data.Alberta","data.Other elderly families",48,98200
"2016","data.Alberta","data.Non-elderly families",48,105800
"2016","data.Alberta","data.Couples",48,90400
"2016","data.Alberta","data.Couples with children",48,111500
"2016","data.Alberta","data.Couples with other relatives",48,151600
"2016","data.Alberta","data.Lone-parent families",48,73900
"2016","data.Alberta","data.Male lone-parent families",48,81600
"2016","data.Alberta","data.Female lone-parent families",48,59900
"2016","data.Alberta","data.Other non-elderly families",48,100100
"2016","data.Alberta","data.Persons not in an economic family",48,37500
"2016","data.Alberta","data.Elderly persons not in an economic family",48,28100
"2016","data.Alberta","data.Elderly males not in an economic family",48,27200
"2016","data.Alberta","data.Elderly females not in an economic family",48,28300
"2016","data.Alberta","data.Non-elderly persons not in an economic family",48,41700
"2016","data.Alberta","data.Non-elderly males not in an economic family",48,46500
"2016","data.Alberta","data.Non-elderly females not in an economic family",48,38300
"2016","data.British Columbia","data.Economic families and persons not in an economic family",59,58700
"2016","data.British Columbia","data.Economic families",59,86900
"2016","data.British Columbia","data.Elderly families",59,64900
"2016","data.British Columbia","data.Elderly couples",59,65600
"2016","data.British Columbia","data.Other elderly families",59,63200
"2016","data.British Columbia","data.Non-elderly families",59,92800
"2016","data.British Columbia","data.Couples",59,83900
"2016","data.British Columbia","data.Couples with children",59,105100
"2016","data.British Columbia","data.Couples with other relatives",59,131800
"2016","data.British Columbia","data.Lone-parent families",59,40400
"2016","data.British Columbia","data.Male lone-parent families",59,52900
"2016","data.British Columbia","data.Female lone-parent families",59,36500
"2016","data.British Columbia","data.Other non-elderly families",59,76300
"2016","data.British Columbia","data.Persons not in an economic family",59,29700
"2016","data.British Columbia","data.Elderly persons not in an economic family",59,29000
"2016","data.British Columbia","data.Elderly males not in an economic family",59,29500
"2016","data.British Columbia","data.Elderly females not in an economic family",59,27600
"2016","data.British Columbia","data.Non-elderly persons not in an economic family",59,29900
"2016","data.British Columbia","data.Non-elderly males not in an economic family",59,30900
"2016","data.British Columbia","data.Non-elderly females not in an economic family",59,29000
"2016","data.Québec, Quebec","data.Economic families and persons not in an economic family",,55200
"2016","data.Québec, Quebec","data.Economic families",,82900
"2016","data.Québec, Quebec","data.Elderly families",,57100
"2016","data.Québec, Quebec","data.Elderly couples",,52800
"2016","data.Québec, Quebec","data.Other elderly families",,
"2016","data.Québec, Quebec","data.Non-elderly families",,91300
"2016","data.Québec, Quebec","data.Couples",,76200
"2016","data.Québec, Quebec","data.Couples with children",,109500
"2016","data.Québec, Quebec","data.Couples with other relatives",,
"2016","data.Québec, Quebec","data.Lone-parent families",,53600
"2016","data.Québec, Quebec","data.Male lone-parent families",,
"2016","data.Québec, Quebec","data.Female lone-parent families",,50900
"2016","data.Québec, Quebec","data.Other non-elderly families",,
"2016","data.Québec, Quebec","data.Persons not in an economic family",,30400
"2016","data.Québec, Quebec","data.Elderly persons not in an economic family",,25400
"2016","data.Québec, Quebec","data.Elderly males not in an economic family",,26400
"2016","data.Québec, Quebec","data.Elderly females not in an economic family",,24400
"2016","data.Québec, Quebec","data.Non-elderly persons not in an economic family",,32700
"2016","data.Québec, Quebec","data.Non-elderly males not in an economic family",,32600
"2016","data.Québec, Quebec","data.Non-elderly females not in an economic family",,34100
"2016","data.Montréal, Quebec","data.Economic families and persons not in an economic family",,53100
"2016","data.Montréal, Quebec","data.Economic families",,79000
"2016","data.Montréal, Quebec","data.Elderly families",,56100
"2016","data.Montréal, Quebec","data.Elderly couples",,57600
"2016","data.Montréal, Quebec","data.Other elderly families",,49100
"2016","data.Montréal, Quebec","data.Non-elderly families",,84400
"2016","data.Montréal, Quebec","data.Couples",,79600
"2016","data.Montréal, Quebec","data.Couples with children",,95600
"2016","data.Montréal, Quebec","data.Couples with other relatives",,113700
"2016","data.Montréal, Quebec","data.Lone-parent families",,56100
"2016","data.Montréal, Quebec","data.Male lone-parent families",,
"2016","data.Montréal, Quebec","data.Female lone-parent families",,56100
"2016","data.Montréal, Quebec","data.Other non-elderly families",,64400
"2016","data.Montréal, Quebec","data.Persons not in an economic family",,31300
"2016","data.Montréal, Quebec","data.Elderly persons not in an economic family",,26900
"2016","data.Montréal, Quebec","data.Elderly males not in an economic family",,25100
"2016","data.Montréal, Quebec","data.Elderly females not in an economic family",,26900
"2016","data.Montréal, Quebec","data.Non-elderly persons not in an economic family",,34300
"2016","data.Montréal, Quebec","data.Non-elderly males not in an economic family",,34600
"2016","data.Montréal, Quebec","data.Non-elderly females not in an economic family",,34200
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families and persons not in an economic family",,69800
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families",,98400
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly families",,80400
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly couples",,78800
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Other elderly families",,111000
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly families",,104000
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples",,95200
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with children",,111000
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with other relatives",,136600
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Lone-parent families",,50400
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Male lone-parent families",,
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Female lone-parent families",,49400
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Other non-elderly families",,73900
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Persons not in an economic family",,36700
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly persons not in an economic family",,38100
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly males not in an economic family",,42200
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly females not in an economic family",,33300
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly persons not in an economic family",,36000
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly males not in an economic family",,36100
"2016","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly females not in an economic family",,34900
"2016","data.Toronto, Ontario","data.Economic families and persons not in an economic family",,62800
"2016","data.Toronto, Ontario","data.Economic families",,88400
"2016","data.Toronto, Ontario","data.Elderly families",,61100
"2016","data.Toronto, Ontario","data.Elderly couples",,58700
"2016","data.Toronto, Ontario","data.Other elderly families",,65600
"2016","data.Toronto, Ontario","data.Non-elderly families",,96300
"2016","data.Toronto, Ontario","data.Couples",,88500
"2016","data.Toronto, Ontario","data.Couples with children",,98300
"2016","data.Toronto, Ontario","data.Couples with other relatives",,123700
"2016","data.Toronto, Ontario","data.Lone-parent families",,40400
"2016","data.Toronto, Ontario","data.Male lone-parent families",,
"2016","data.Toronto, Ontario","data.Female lone-parent families",,40400
"2016","data.Toronto, Ontario","data.Other non-elderly families",,92600
"2016","data.Toronto, Ontario","data.Persons not in an economic family",,30900
"2016","data.Toronto, Ontario","data.Elderly persons not in an economic family",,29300
"2016","data.Toronto, Ontario","data.Elderly males not in an economic family",,27900
"2016","data.Toronto, Ontario","data.Elderly females not in an economic family",,30500
"2016","data.Toronto, Ontario","data.Non-elderly persons not in an economic family",,31500
"2016","data.Toronto, Ontario","data.Non-elderly males not in an economic family",,33900
"2016","data.Toronto, Ontario","data.Non-elderly females not in an economic family",,28400
"2016","data.Winnipeg, Manitoba","data.Economic families and persons not in an economic family",,61000
"2016","data.Winnipeg, Manitoba","data.Economic families",,82500
"2016","data.Winnipeg, Manitoba","data.Elderly families",,71100
"2016","data.Winnipeg, Manitoba","data.Elderly couples",,69900
"2016","data.Winnipeg, Manitoba","data.Other elderly families",,76300
"2016","data.Winnipeg, Manitoba","data.Non-elderly families",,85600
"2016","data.Winnipeg, Manitoba","data.Couples",,75600
"2016","data.Winnipeg, Manitoba","data.Couples with children",,94900
"2016","data.Winnipeg, Manitoba","data.Couples with other relatives",,124600
"2016","data.Winnipeg, Manitoba","data.Lone-parent families",,46700
"2016","data.Winnipeg, Manitoba","data.Male lone-parent families",,
"2016","data.Winnipeg, Manitoba","data.Female lone-parent families",,42700
"2016","data.Winnipeg, Manitoba","data.Other non-elderly families",,70100
"2016","data.Winnipeg, Manitoba","data.Persons not in an economic family",,33600
"2016","data.Winnipeg, Manitoba","data.Elderly persons not in an economic family",,35400
"2016","data.Winnipeg, Manitoba","data.Elderly males not in an economic family",,39200
"2016","data.Winnipeg, Manitoba","data.Elderly females not in an economic family",,32300
"2016","data.Winnipeg, Manitoba","data.Non-elderly persons not in an economic family",,33100
"2016","data.Winnipeg, Manitoba","data.Non-elderly males not in an economic family",,31800
"2016","data.Winnipeg, Manitoba","data.Non-elderly females not in an economic family",,34900
"2016","data.Calgary, Alberta","data.Economic families and persons not in an economic family",,72500
"2016","data.Calgary, Alberta","data.Economic families",,96800
"2016","data.Calgary, Alberta","data.Elderly families",,82800
"2016","data.Calgary, Alberta","data.Elderly couples",,83300
"2016","data.Calgary, Alberta","data.Other elderly families",,
"2016","data.Calgary, Alberta","data.Non-elderly families",,97700
"2016","data.Calgary, Alberta","data.Couples",,80700
"2016","data.Calgary, Alberta","data.Couples with children",,99300
"2016","data.Calgary, Alberta","data.Couples with other relatives",,156300
"2016","data.Calgary, Alberta","data.Lone-parent families",,74300
"2016","data.Calgary, Alberta","data.Male lone-parent families",,
"2016","data.Calgary, Alberta","data.Female lone-parent families",,
"2016","data.Calgary, Alberta","data.Other non-elderly families",,106200
"2016","data.Calgary, Alberta","data.Persons not in an economic family",,39100
"2016","data.Calgary, Alberta","data.Elderly persons not in an economic family",,26900
"2016","data.Calgary, Alberta","data.Elderly males not in an economic family",,
"2016","data.Calgary, Alberta","data.Elderly females not in an economic family",,31300
"2016","data.Calgary, Alberta","data.Non-elderly persons not in an economic family",,46600
"2016","data.Calgary, Alberta","data.Non-elderly males not in an economic family",,47500
"2016","data.Calgary, Alberta","data.Non-elderly females not in an economic family",,41700
"2016","data.Edmonton, Alberta","data.Economic families and persons not in an economic family",,88700
"2016","data.Edmonton, Alberta","data.Economic families",,111200
"2016","data.Edmonton, Alberta","data.Elderly families",,80600
"2016","data.Edmonton, Alberta","data.Elderly couples",,75300
"2016","data.Edmonton, Alberta","data.Other elderly families",,
"2016","data.Edmonton, Alberta","data.Non-elderly families",,116300
"2016","data.Edmonton, Alberta","data.Couples",,97900
"2016","data.Edmonton, Alberta","data.Couples with children",,122700
"2016","data.Edmonton, Alberta","data.Couples with other relatives",,151600
"2016","data.Edmonton, Alberta","data.Lone-parent families",,75400
"2016","data.Edmonton, Alberta","data.Male lone-parent families",,
"2016","data.Edmonton, Alberta","data.Female lone-parent families",,77200
"2016","data.Edmonton, Alberta","data.Other non-elderly families",,109300
"2016","data.Edmonton, Alberta","data.Persons not in an economic family",,40700
"2016","data.Edmonton, Alberta","data.Elderly persons not in an economic family",,31600
"2016","data.Edmonton, Alberta","data.Elderly males not in an economic family",,
"2016","data.Edmonton, Alberta","data.Elderly females not in an economic family",,31700
"2016","data.Edmonton, Alberta","data.Non-elderly persons not in an economic family",,43400
"2016","data.Edmonton, Alberta","data.Non-elderly males not in an economic family",,46700
"2016","data.Edmonton, Alberta","data.Non-elderly females not in an economic family",,40600
"2016","data.Vancouver, British Columbia","data.Economic families and persons not in an economic family",,68100
"2016","data.Vancouver, British Columbia","data.Economic families",,91400
"2016","data.Vancouver, British Columbia","data.Elderly families",,78400
"2016","data.Vancouver, British Columbia","data.Elderly couples",,80200
"2016","data.Vancouver, British Columbia","data.Other elderly families",,
"2016","data.Vancouver, British Columbia","data.Non-elderly families",,95200
"2016","data.Vancouver, British Columbia","data.Couples",,85000
"2016","data.Vancouver, British Columbia","data.Couples with children",,104200
"2016","data.Vancouver, British Columbia","data.Couples with other relatives",,129400
"2016","data.Vancouver, British Columbia","data.Lone-parent families",,35200
"2016","data.Vancouver, British Columbia","data.Male lone-parent families",,
"2016","data.Vancouver, British Columbia","data.Female lone-parent families",,35100
"2016","data.Vancouver, British Columbia","data.Other non-elderly families",,77600
"2016","data.Vancouver, British Columbia","data.Persons not in an economic family",,34400
"2016","data.Vancouver, British Columbia","data.Elderly persons not in an economic family",,29500
"2016","data.Vancouver, British Columbia","data.Elderly males not in an economic family",,41400
"2016","data.Vancouver, British Columbia","data.Elderly females not in an economic family",,27000
"2016","data.Vancouver, British Columbia","data.Non-elderly persons not in an economic family",,35300
"2016","data.Vancouver, British Columbia","data.Non-elderly males not in an economic family",,38700
"2016","data.Vancouver, British Columbia","data.Non-elderly females not in an economic family",,32900
"2017","data.Canada","data.Economic families",,85700
"2017","data.Canada","data.Elderly families",,64300
"2017","data.Canada","data.Elderly couples",,62500
"2017","data.Canada","data.Other elderly families",,70700
"2017","data.Canada","data.Non-elderly families",,91900
"2017","data.Canada","data.Couples",,83100
"2017","data.Canada","data.Couples with children",,102300
"2017","data.Canada","data.Couples with other relatives",,127000
"2017","data.Canada","data.Lone-parent families",,52700
"2017","data.Canada","data.Male lone-parent families",,65800
"2017","data.Canada","data.Female lone-parent families",,50100
"2017","data.Canada","data.Other non-elderly families",,75300
"2017","data.Canada","data.Persons not in an economic family",,31600
"2017","data.Canada","data.Elderly persons not in an economic family",,28900
"2017","data.Canada","data.Elderly males not in an economic family",,30400
"2017","data.Canada","data.Elderly females not in an economic family",,28100
"2017","data.Canada","data.Non-elderly persons not in an economic family",,33000
"2017","data.Canada","data.Non-elderly males not in an economic family",,34800
"2017","data.Canada","data.Non-elderly females not in an economic family",,31300
"2017","data.Atlantic provinces","data.Economic families and persons not in an economic family",,53900
"2017","data.Atlantic provinces","data.Economic families",,73500
"2017","data.Atlantic provinces","data.Elderly families",,55900
"2017","data.Atlantic provinces","data.Elderly couples",,55700
"2017","data.Atlantic provinces","data.Other elderly families",,56700
"2017","data.Atlantic provinces","data.Non-elderly families",,80500
"2017","data.Atlantic provinces","data.Couples",,73900
"2017","data.Atlantic provinces","data.Couples with children",,97400
"2017","data.Atlantic provinces","data.Couples with other relatives",,110600
"2017","data.Atlantic provinces","data.Lone-parent families",,47800
"2017","data.Atlantic provinces","data.Male lone-parent families",,63100
"2017","data.Atlantic provinces","data.Female lone-parent families",,45300
"2017","data.Atlantic provinces","data.Other non-elderly families",,64900
"2017","data.Atlantic provinces","data.Persons not in an economic family",,28000
"2017","data.Atlantic provinces","data.Elderly persons not in an economic family",,27100
"2017","data.Atlantic provinces","data.Elderly males not in an economic family",,28200
"2017","data.Atlantic provinces","data.Elderly females not in an economic family",,26400
"2017","data.Atlantic provinces","data.Non-elderly persons not in an economic family",,28900
"2017","data.Atlantic provinces","data.Non-elderly males not in an economic family",,31200
"2017","data.Atlantic provinces","data.Non-elderly females not in an economic family",,25600
"2017","data.Newfoundland and Labrador","data.Economic families and persons not in an economic family",10,56900
"2017","data.Newfoundland and Labrador","data.Economic families",10,75300
"2017","data.Newfoundland and Labrador","data.Elderly families",10,51600
"2017","data.Newfoundland and Labrador","data.Elderly couples",10,50700
"2017","data.Newfoundland and Labrador","data.Other elderly families",10,55900
"2017","data.Newfoundland and Labrador","data.Non-elderly families",10,84500
"2017","data.Newfoundland and Labrador","data.Couples",10,75300
"2017","data.Newfoundland and Labrador","data.Couples with children",10,109200
"2017","data.Newfoundland and Labrador","data.Couples with other relatives",10,123800
"2017","data.Newfoundland and Labrador","data.Lone-parent families",10,42200
"2017","data.Newfoundland and Labrador","data.Male lone-parent families",10,
"2017","data.Newfoundland and Labrador","data.Female lone-parent families",10,39800
"2017","data.Newfoundland and Labrador","data.Other non-elderly families",10,67800
"2017","data.Newfoundland and Labrador","data.Persons not in an economic family",10,25400
"2017","data.Newfoundland and Labrador","data.Elderly persons not in an economic family",10,25700
"2017","data.Newfoundland and Labrador","data.Elderly males not in an economic family",10,26400
"2017","data.Newfoundland and Labrador","data.Elderly females not in an economic family",10,25300
"2017","data.Newfoundland and Labrador","data.Non-elderly persons not in an economic family",10,25200
"2017","data.Newfoundland and Labrador","data.Non-elderly males not in an economic family",10,27800
"2017","data.Newfoundland and Labrador","data.Non-elderly females not in an economic family",10,19600
"2017","data.Prince Edward Island","data.Economic families and persons not in an economic family",11,52200
"2017","data.Prince Edward Island","data.Economic families",11,72600
"2017","data.Prince Edward Island","data.Elderly families",11,64300
"2017","data.Prince Edward Island","data.Elderly couples",11,60800
"2017","data.Prince Edward Island","data.Other elderly families",11,
"2017","data.Prince Edward Island","data.Non-elderly families",11,76900
"2017","data.Prince Edward Island","data.Couples",11,67400
"2017","data.Prince Edward Island","data.Couples with children",11,86300
"2017","data.Prince Edward Island","data.Couples with other relatives",11,125100
"2017","data.Prince Edward Island","data.Lone-parent families",11,48200
"2017","data.Prince Edward Island","data.Male lone-parent families",11,
"2017","data.Prince Edward Island","data.Female lone-parent families",11,45600
"2017","data.Prince Edward Island","data.Other non-elderly families",11,61900
"2017","data.Prince Edward Island","data.Persons not in an economic family",11,26400
"2017","data.Prince Edward Island","data.Elderly persons not in an economic family",11,25400
"2017","data.Prince Edward Island","data.Elderly males not in an economic family",11,21700
"2017","data.Prince Edward Island","data.Elderly females not in an economic family",11,26800
"2017","data.Prince Edward Island","data.Non-elderly persons not in an economic family",11,26900
"2017","data.Prince Edward Island","data.Non-elderly males not in an economic family",11,28500
"2017","data.Prince Edward Island","data.Non-elderly females not in an economic family",11,26800
"2017","data.Nova Scotia","data.Economic families and persons not in an economic family",12,52600
"2017","data.Nova Scotia","data.Economic families",12,73500
"2017","data.Nova Scotia","data.Elderly families",12,58600
"2017","data.Nova Scotia","data.Elderly couples",12,58100
"2017","data.Nova Scotia","data.Other elderly families",12,60700
"2017","data.Nova Scotia","data.Non-elderly families",12,80200
"2017","data.Nova Scotia","data.Couples",12,76000
"2017","data.Nova Scotia","data.Couples with children",12,95000
"2017","data.Nova Scotia","data.Couples with other relatives",12,104700
"2017","data.Nova Scotia","data.Lone-parent families",12,50600
"2017","data.Nova Scotia","data.Male lone-parent families",12,69500
"2017","data.Nova Scotia","data.Female lone-parent families",12,48200
"2017","data.Nova Scotia","data.Other non-elderly families",12,63300
"2017","data.Nova Scotia","data.Persons not in an economic family",12,29300
"2017","data.Nova Scotia","data.Elderly persons not in an economic family",12,29500
"2017","data.Nova Scotia","data.Elderly males not in an economic family",12,28400
"2017","data.Nova Scotia","data.Elderly females not in an economic family",12,29800
"2017","data.Nova Scotia","data.Non-elderly persons not in an economic family",12,29300
"2017","data.Nova Scotia","data.Non-elderly males not in an economic family",12,31700
"2017","data.Nova Scotia","data.Non-elderly females not in an economic family",12,25000
"2017","data.New Brunswick","data.Economic families and persons not in an economic family",13,54200
"2017","data.New Brunswick","data.Economic families",13,72500
"2017","data.New Brunswick","data.Elderly families",13,55800
"2017","data.New Brunswick","data.Elderly couples",13,56400
"2017","data.New Brunswick","data.Other elderly families",13,55400
"2017","data.New Brunswick","data.Non-elderly families",13,79200
"2017","data.New Brunswick","data.Couples",13,71700
"2017","data.New Brunswick","data.Couples with children",13,94800
"2017","data.New Brunswick","data.Couples with other relatives",13,110500
"2017","data.New Brunswick","data.Lone-parent families",13,45500
"2017","data.New Brunswick","data.Male lone-parent families",13,
"2017","data.New Brunswick","data.Female lone-parent families",13,41000
"2017","data.New Brunswick","data.Other non-elderly families",13,64900
"2017","data.New Brunswick","data.Persons not in an economic family",13,28600
"2017","data.New Brunswick","data.Elderly persons not in an economic family",13,26000
"2017","data.New Brunswick","data.Elderly males not in an economic family",13,28200
"2017","data.New Brunswick","data.Elderly females not in an economic family",13,25600
"2017","data.New Brunswick","data.Non-elderly persons not in an economic family",13,30200
"2017","data.New Brunswick","data.Non-elderly males not in an economic family",13,32300
"2017","data.New Brunswick","data.Non-elderly females not in an economic family",13,28000
"2017","data.Quebec","data.Economic families and persons not in an economic family",24,53800
"2017","data.Quebec","data.Economic families",24,77300
"2017","data.Quebec","data.Elderly families",24,55800
"2017","data.Quebec","data.Elderly couples",24,54400
"2017","data.Quebec","data.Other elderly families",24,61900
"2017","data.Quebec","data.Non-elderly families",24,84100
"2017","data.Quebec","data.Couples",24,72300
"2017","data.Quebec","data.Couples with children",24,96100
"2017","data.Quebec","data.Couples with other relatives",24,119500
"2017","data.Quebec","data.Lone-parent families",24,55200
"2017","data.Quebec","data.Male lone-parent families",24,59000
"2017","data.Quebec","data.Female lone-parent families",24,54200
"2017","data.Quebec","data.Other non-elderly families",24,69400
"2017","data.Quebec","data.Persons not in an economic family",24,29700
"2017","data.Quebec","data.Elderly persons not in an economic family",24,25000
"2017","data.Quebec","data.Elderly males not in an economic family",24,27800
"2017","data.Quebec","data.Elderly females not in an economic family",24,24000
"2017","data.Quebec","data.Non-elderly persons not in an economic family",24,32500
"2017","data.Quebec","data.Non-elderly males not in an economic family",24,33500
"2017","data.Quebec","data.Non-elderly females not in an economic family",24,30700
"2017","data.Ontario","data.Economic families and persons not in an economic family",35,64500
"2017","data.Ontario","data.Economic families",35,88400
"2017","data.Ontario","data.Elderly families",35,67800
"2017","data.Ontario","data.Elderly couples",35,66900
"2017","data.Ontario","data.Other elderly families",35,75100
"2017","data.Ontario","data.Non-elderly families",35,93700
"2017","data.Ontario","data.Couples",35,88400
"2017","data.Ontario","data.Couples with children",35,102900
"2017","data.Ontario","data.Couples with other relatives",35,127400
"2017","data.Ontario","data.Lone-parent families",35,51700
"2017","data.Ontario","data.Male lone-parent families",35,68100
"2017","data.Ontario","data.Female lone-parent families",35,49400
"2017","data.Ontario","data.Other non-elderly families",35,76600
"2017","data.Ontario","data.Persons not in an economic family",35,32400
"2017","data.Ontario","data.Elderly persons not in an economic family",35,31200
"2017","data.Ontario","data.Elderly males not in an economic family",35,32500
"2017","data.Ontario","data.Elderly females not in an economic family",35,30800
"2017","data.Ontario","data.Non-elderly persons not in an economic family",35,33100
"2017","data.Ontario","data.Non-elderly males not in an economic family",35,34000
"2017","data.Ontario","data.Non-elderly females not in an economic family",35,32300
"2017","data.Prairie provinces","data.Economic families and persons not in an economic family",,70400
"2017","data.Prairie provinces","data.Economic families",,96200
"2017","data.Prairie provinces","data.Elderly families",,70700
"2017","data.Prairie provinces","data.Elderly couples",,67300
"2017","data.Prairie provinces","data.Other elderly families",,89900
"2017","data.Prairie provinces","data.Non-elderly families",,102700
"2017","data.Prairie provinces","data.Couples",,93000
"2017","data.Prairie provinces","data.Couples with children",,107900
"2017","data.Prairie provinces","data.Couples with other relatives",,140800
"2017","data.Prairie provinces","data.Lone-parent families",,56100
"2017","data.Prairie provinces","data.Male lone-parent families",,77100
"2017","data.Prairie provinces","data.Female lone-parent families",,51800
"2017","data.Prairie provinces","data.Other non-elderly families",,91800
"2017","data.Prairie provinces","data.Persons not in an economic family",,36200
"2017","data.Prairie provinces","data.Elderly persons not in an economic family",,31600
"2017","data.Prairie provinces","data.Elderly males not in an economic family",,32000
"2017","data.Prairie provinces","data.Elderly females not in an economic family",,31400
"2017","data.Prairie provinces","data.Non-elderly persons not in an economic family",,38300
"2017","data.Prairie provinces","data.Non-elderly males not in an economic family",,41000
"2017","data.Prairie provinces","data.Non-elderly females not in an economic family",,35200
"2017","data.Manitoba","data.Economic families and persons not in an economic family",46,61800
"2017","data.Manitoba","data.Economic families",46,83100
"2017","data.Manitoba","data.Elderly families",46,62900
"2017","data.Manitoba","data.Elderly couples",46,60200
"2017","data.Manitoba","data.Other elderly families",46,74000
"2017","data.Manitoba","data.Non-elderly families",46,88400
"2017","data.Manitoba","data.Couples",46,82400
"2017","data.Manitoba","data.Couples with children",46,92200
"2017","data.Manitoba","data.Couples with other relatives",46,132900
"2017","data.Manitoba","data.Lone-parent families",46,51300
"2017","data.Manitoba","data.Male lone-parent families",46,68000
"2017","data.Manitoba","data.Female lone-parent families",46,46800
"2017","data.Manitoba","data.Other non-elderly families",46,75300
"2017","data.Manitoba","data.Persons not in an economic family",46,31300
"2017","data.Manitoba","data.Elderly persons not in an economic family",46,29900
"2017","data.Manitoba","data.Elderly males not in an economic family",46,30800
"2017","data.Manitoba","data.Elderly females not in an economic family",46,29700
"2017","data.Manitoba","data.Non-elderly persons not in an economic family",46,32300
"2017","data.Manitoba","data.Non-elderly males not in an economic family",46,32700
"2017","data.Manitoba","data.Non-elderly females not in an economic family",46,31200
"2017","data.Saskatchewan","data.Economic families and persons not in an economic family",47,65600
"2017","data.Saskatchewan","data.Economic families",47,91300
"2017","data.Saskatchewan","data.Elderly families",47,64600
"2017","data.Saskatchewan","data.Elderly couples",47,64400
"2017","data.Saskatchewan","data.Other elderly families",47,71100
"2017","data.Saskatchewan","data.Non-elderly families",47,98800
"2017","data.Saskatchewan","data.Couples",47,93300
"2017","data.Saskatchewan","data.Couples with children",47,107300
"2017","data.Saskatchewan","data.Couples with other relatives",47,123200
"2017","data.Saskatchewan","data.Lone-parent families",47,46600
"2017","data.Saskatchewan","data.Male lone-parent families",47,73500
"2017","data.Saskatchewan","data.Female lone-parent families",47,44900
"2017","data.Saskatchewan","data.Other non-elderly families",47,82900
"2017","data.Saskatchewan","data.Persons not in an economic family",47,32500
"2017","data.Saskatchewan","data.Elderly persons not in an economic family",47,29500
"2017","data.Saskatchewan","data.Elderly males not in an economic family",47,30000
